word,machine,human,label,emotion_intensity_score
stargazing,na -agụ agụụ,na -agụ agụụ,joy,0.625
kidnapped,tọọrọ,tọọrọ,fear,0.828
peaceful,n'udo,n'udo,trust,0.648
rot,ire ure,ire ure,fear,0.594
accompaniment,nkwado,nnduga,joy,0.179
paralyze,kpọnwụọ,kpọnwụọ,fear,0.828
install,wụnye,wụnye,anticipation,0.43
grab,jidere,jidere,anger,0.557
fortitude,obi ike,obi ike,trust,0.633
infliction,mwakpo,mwakpo,sadness,0.562
humble,ịdị umeala n'obi,ịdị umeala n'obi,sadness,0.078
circumstances,ọnọdụ,ọnọdụ,trust,0.359
daemon,daemon,ekwensu,disgust,0.516
cutting,ịcha,ịcha,disgust,0.352
meditate,tụgharịa uche,tụgharịa uche,anticipation,0.344
notoriety,ama ama,ama ama,fear,0.109
morals,omume,omume,anger,0.141
judicious,dị mma,dị mma,trust,0.469
surgery,ịwa ahụ,ịwa ahụ,fear,0.578
fussy,iwe iwe,iwe iwe,disgust,0.227
attainable,enwere ike inweta,enwere ike inweta,anticipation,0.578
speculation,ntule,ntule,sadness,0.25
optimism,nchekwube,nchekwube,anticipation,0.625
poise,dị jụụ,dị jụụ,fear,0.094
eschew,zere,zere,sadness,0.172
holiness,ịdị nsọ,ịdị nsọ,joy,0.531
tarnish,tarnish,imebi,disgust,0.422
scandalous,dị egwu,dị egwu,anger,0.574
bacterium,nje,nje,fear,0.531
uhoh,ahuhu,mkpu,fear,0.328
misstatement,nkọwa na -ezighi ezi,nkọwa na -ezighi ezi,anger,0.197
anxiety,nchegbu,nchegbu,fear,0.594
terrorism,iyi ọha egwu,iyi ọha egwu,sadness,0.812
leftout,fọdụrụ,fọdụrụ,sadness,0.469
casualty,ihe mberede,ihe mberede,sadness,0.828
skewed,agbagọ,agbagọ,anticipation,0.281
plague,ihe otiti,ihe otiti,disgust,0.852
share,ịkekọrịta,ịkekọrịta,trust,0.586
ancestral,nna nna,nna nna,trust,0.547
graduation,ngụsị akwụkwọ,ngụsị akwụkwọ,trust,0.523
spotless,enweghị ntụpọ,enweghị ntụpọ,trust,0.562
possess,nwere,nwere,joy,0.219
avarice,ịkpa oke,ịkpa oke,disgust,0.523
disused,ewezughara,ewezughara,anger,0.382
germ,izizi,izizi,disgust,0.68
blood,ọbara,ọbara,fear,0.525
entangled,kegidere,kegidere,disgust,0.242
alertness,ịmụrụ anya,ịmụrụ anya,fear,0.216
sweetheart,obi oma,obiọma,sadness,0.0
grow,too,too,joy,0.242
united,dịrị n'otu,dịrị n'otu,trust,0.695
devastate,emebi,emebi,anger,0.682
bless,gozie,gozie,trust,0.633
precarious,nsogbu,nsogbu,anticipation,0.578
admiration,mmasi,mmasi,trust,0.703
bonus,ego,ego,anticipation,0.609
carelessness,akpachapụghị anya,akpachapụghị anya,disgust,0.422
terms,usoro,usoro,trust,0.531
picket,pịketị,ele anya,anger,0.378
militia,ndị agha,ndị agha,anger,0.375
creeping,na -akpụ akpụ,na -akpụ akpụ,anticipation,0.469
reassurance,mmesi obi ike,mmesi obi ike,trust,0.734
disturbed,nsogbu n'obi,nsogbu n'obi,sadness,0.5
merrychristmas,ezi ekeresimesi,ezi ekeresimesi,joy,0.712
pare,nkọwa,nkọwa,anger,0.182
devotional,ofufe,ofufe,trust,0.633
howl,tie mkpu,tie mkpu,sadness,0.5
full,juju,juju,joy,0.375
crushing,na -etipịa,na -etipịa,fear,0.672
wrongdoing,ime ihe ọjọọ,ime ihe ọjọọ,anger,0.406
adventure,njem,njem,joy,0.47
shameful,ihere,ihere,sadness,0.609
cultivate,ịzụlite,ịzụlite,anticipation,0.508
veer,lee,lee,surprise,0.523
lewd,omume rụrụ arụ,omume rụrụ arụ,disgust,0.719
sneak,sinik,sinik,surprise,0.656
backwardness,azụ azụ,azụ azụ,disgust,0.234
taoism,taoism,tawizim,joy,0.288
petloss,petloss,ofufu nkịta,sadness,0.594
prudent,onye maara ihe,onye maara ihe,trust,0.547
negative,adịghị mma,adịghị mma,sadness,0.5
aggression,mwakpo,mbuso agha,anger,0.702
miserable,nhụsianya,nhụsianya,disgust,0.547
puncture,mgbapu,oghere,anger,0.594
mysterious,ihe omimi,ihe omimi,anticipation,0.562
destructive,na -ebibi ihe,na -ebibi ihe,fear,0.812
commotion,ọgba aghara,ọgba aghara,anger,0.424
herpesvirus,herpesvirus ọrịa,virọsụ,disgust,0.773
morals,omume,omume,surprise,0.203
gubernatorial,gọvanọ,gọvanọ,trust,0.312
abeyance,nkwụsị,nkwụsị,anticipation,0.391
trustee,onye nlekọta ego,onye nlekọta ego,trust,0.734
tumour,akpụ,akpụ,fear,0.641
lush,lush,ipụ,joy,0.47
woefully,ahụhụ,ahụhụ,sadness,0.672
holiness,ịdị nsọ,ịdị nsọ,trust,0.656
benevolence,obi oma,obi ọma,joy,0.469
criticize,nkatọ,nkatọ,fear,0.469
blindfold,ikpuchi ihu,ikpuchi ihu,surprise,0.609
varicella,varicella,chịkịnpoksi,fear,0.422
thirteenth,nke iri na atọ,nke iri na atọ,fear,0.465
slaughterhouse,ụlọ ogbugbu,ụlọ ogbugbu,sadness,0.703
shiver,ịma jijiji,ịma jijiji,anger,0.281
suspicious,na -enyo enyo,na -enyo enyo,anger,0.484
meditate,tụgharịa uche,tụgharịa uche,joy,0.438
terminal,Ọnụ,Ọnụ,fear,0.703
exam,ule,ule,fear,0.359
vengeance,ịbọ ọbọ,ịbọ ọbọ,anger,0.886
cemetery,ili ozu,ili ozu,sadness,0.766
darkest,nke kacha gbaa ọchịchịrị,nke kacha gbaa ọchịchịrị,trust,0.32
terminal,Ọnụ,Ọnụ,sadness,0.688
mortification,nchepụta,nchepụta,anticipation,0.398
revolution,mgbanwe,mgbanwe,anger,0.606
wishmeluck,cheremeluck,cherem ihuoma,fear,0.212
rot,ire ure,ire ure,disgust,0.891
leisure,oge ntụrụndụ,oge ntụrụndụ,anticipation,0.547
disgraceful,ihe ihere,ihe ihere,anger,0.547
speck,speck,aatọm,disgust,0.203
decomposition,decomposition,imebi,sadness,0.703
bearish,bearish,agba,fear,0.344
seriousness,ịdị mkpa,ịdị mkpa,fear,0.305
failing,odida,ọdịda,fear,0.531
doomed,idikwe,idikwe,sadness,0.766
medication,ọgwụ,ọgwụ,fear,0.156
torture,ahụhụ,ntaramahụhụ,anger,0.833
fortitude,obi ike,obi ike,joy,0.266
relationship,mmekọrịta,mmekọrịta,joy,0.514
hoary,hoary,kenka,sadness,0.203
bayonet,bayoneeti,bayoneeti,fear,0.422
tramp,tramp,onye enweghị ụlọ,sadness,0.288
intolerable,anagideghi ihe,anagideghi ihe,anger,0.609
praising,na -eto,na -eto,joy,0.719
admiration,mmasi,mmasi,surprise,0.328
guardian,onye nlekọta,onye nlekọta,trust,0.695
sweetest,nke kacha atọ ụtọ,nke kacha atọ ụtọ,joy,0.703
picnic,picnic,njem,joy,0.394
puma,puma,akụkọnta,fear,0.465
majestic,dị ebube,dị ebube,anticipation,0.578
nursery,ụlọ akwụkwọ ọta akara,ụlọ akwụkwọ ọta akara,trust,0.477
wireless,ikuku,ikuku,anger,0.125
luckygirl,kechioma,kechioma,joy,0.576
warned,dọrọ aka ná ntị,dọrọ aka ná ntị,anticipation,0.57
bereaved,onye nwụnahụrụ ya,onye nwụnahụrụ ya,sadness,0.92
tempest,oké ifufe,oké ifufe,anticipation,0.539
reward,ugwo,ụgwọ,joy,0.625
fanfare,ofufe,mmemme,joy,0.594
dominion,ọchịchị,ọchịchị,fear,0.328
unsafe,adịghị mma,adịghị mma,fear,0.561
flatulence,afọ ọsịsa,afọ ọsịsa,disgust,0.781
screaming,iti mkpu,iti mkpu,disgust,0.5
avoid,zere,zere,disgust,0.188
cheat,igwu wayo,igwu wayo,anger,0.63
captivate,dọta,dọta,trust,0.523
surrendering,na -atọgbọ,na -atọgbọ,sadness,0.547
jail,nga,nga,fear,0.578
selflove,ihunanya,ihunanya,joy,0.742
endemic,juru ebe nile,juru ebe nile,disgust,0.508
infectious,na -efe efe,na -efe efe,disgust,0.758
tomb,ili,ili,sadness,0.562
grounded,tọrọ ntọala,tọrọ ntọala,fear,0.242
behemoth,egwu,egwu,fear,0.439
labor,oru,ọrụ,trust,0.414
aggression,mwakpo,mwakpo,fear,0.609
humiliation,mmechuihu,mmechuihu,disgust,0.562
liberation,ntọhapụ,ntọhapụ,surprise,0.414
laxative,na -egbu mgbu,na -egbu mgbu,disgust,0.641
excite,kpalie,kpalie,anticipation,0.742
tutelage,nkụzi,nkụzi,trust,0.469
duel,duel,mgba,anticipation,0.484
sensation,mmetụta,mmetụta,surprise,0.531
disapproving,na -adịghị anabata,na -adịghị anabata,disgust,0.32
sentence,ikpe,ikpe,anger,0.203
uphill,elu ugwu,elu ugwu,anticipation,0.5
gray,isi awọ,isi awọ,disgust,0.133
nefarious,adịghị mma,adịghị mma,sadness,0.546
kerosene,manu oku,mmanụ ọkụ,fear,0.375
despicable,ihe arụ,ihe arụ,anger,0.828
senseless,nzuzu,nzuzu,disgust,0.398
tripping,na -akụ aka,adaghị,anger,0.25
plea,arịrịọ,arịrịọ,fear,0.377
buzz,uzu,ife efe,fear,0.234
retard,laa azụ,laa azụ,disgust,0.578
benedictory,ezigbo ọrụ,ezigbo ọrụ,trust,0.523
crap,unyi,unyi,disgust,0.781
choral,choral,keukwe,joy,0.348
restriction,mgbochi,mgbochi,fear,0.484
howl,tie mkpu,tie mkpu,fear,0.453
frustrating,na -akụda mmụọ,na -akụda mmụọ,anger,0.515
squall,na -atụ ụjọ,na -atụ ụjọ,fear,0.406
acrobat,acrobat,akrobat,fear,0.266
queasiness,mgbagwoju anya,mgbagwoju anya,disgust,0.594
violation,imebi,imebi,surprise,0.539
collins,nchịkọta,nchịkọta,trust,0.391
cemetery,ili ozu,ili ozu,fear,0.541
inconceivable,nke a na -apụghị ichetụ n'echiche,nke a na -apụghị ichetụ n'echiche,surprise,0.602
death,ọnwụ,ọnwụ,anticipation,0.398
animus,animus,mkpọrọmasi,anger,0.5
rape,ndina n'ike,ndina n'ike,sadness,0.875
devil,ekwensu,ekwensu,disgust,0.664
loveee,hụrụ n'anya,hụrụ n'anya,joy,0.932
bridesmaid,nwunye nwanyị,nwanyị,trust,0.469
perverted,agbagọ,agbagọ,disgust,0.828
profane,rụrụ arụ,rụrụ arụ,anger,0.75
apparition,ọdịdị,ọdịdị,fear,0.547
poison,nsi,nsi,sadness,0.672
wasp,ebu,ebu,fear,0.5
defendant,onye ikpe,onye ikpe,anger,0.266
unwelcome,anabataghị,anabataghị,sadness,0.422
sharpen,mụọ,mụọ,anger,0.288
succeeding,na -aga nke ọma,na -aga nke ọma,anticipation,0.609
cheer,nwee obi ụtọ,nwee obi ụtọ,surprise,0.539
menace,ihe egwu,ihe egwu,fear,0.672
infant,nwa ọhụrụ,nwa ọhụrụ,anticipation,0.508
symphony,egwu egwu,egwu egwu,anticipation,0.398
monogamy,ịlụ otu nwanyị,ịlụ otu nwanyị,trust,0.688
brimstone,brimstone,ọkụ mmụọ,fear,0.391
damn,Ụchụ,Ụchụ,disgust,0.359
nap,ụra,ụra,joy,0.206
morbidity,ọrịa,ọrịa,fear,0.82
affirm,kwenye,kwenye,trust,0.68
messy,imetosi,ịmetọsi,disgust,0.57
actress,omee,omee,trust,0.305
courageous,nwere obi ike,nwere obi ike,fear,0.154
countryman,onye obodo,onye obodo,trust,0.484
looming,na -eru nso,na -eru nso,fear,0.438
hurtful,na -afụ ụfụ,na -afụ ụfụ,fear,0.625
grades,akara ule,akara ule,fear,0.094
punishing,na -ata ahụhụ,na -ata ahụhụ,anger,0.788
pest,pesti,pesti,fear,0.344
slaughterhouse,ụlọ ogbugbu,ụlọ ogbugbu,disgust,0.867
maxim,kachasị,kachasị,trust,0.359
puff,afụ,afụ,trust,0.258
travesty,travesty,gbachiri,fear,0.562
warlike,dị ka agha,dị ka agha,anger,0.728
anthrax,anthrax,ọrịa,disgust,0.766
grin,ọchị,ọchị,joy,0.672
anthrax,anthrax,ọrịa,sadness,0.6
jury,ndị juri,ndị juri,trust,0.562
rave,rave,ikwu okwu,joy,0.706
glorify,nye otuto,nye otuto,trust,0.406
assault,mwakpo,mwakpo,fear,0.891
disease,ọrịa,ọrịa,disgust,0.688
interim,nwa oge,nwa oge,anticipation,0.375
regent,regent,onye ọchịchị,trust,0.594
homesweethome,ụlọ ọmarịcha ụlọ,ụlọ ọmarịcha ụlọ,joy,0.826
enchant,enchant,abụ,joy,0.734
smiled,chiri ọchị,chiri ọchị,joy,0.682
lose,ida,ịda,surprise,0.383
importance,mkpa,mkpa,anticipation,0.523
prophylactic,prophylactic,ọgwụ,anticipation,0.406
formula,usoro,usoro,trust,0.445
threat,egwu,egwu,anger,0.742
tyranny,ọchịchị aka ike,ọchịchị aka ike,fear,0.75
betray,arara nye,arara nye,surprise,0.602
tradesmen,ndị ahịa,ndị ahịa,trust,0.445
praisegod,ebube,toonu chineke,joy,0.625
vainly,n'efu,n'efu,disgust,0.367
insecure,ejighi n'aka,ihe ọjọọ,fear,0.461
uplift,bulie,bulie,trust,0.562
baptismal,baptism,mmiri chukwu,joy,0.368
hydrocephalus,hydrocephalus,ọnọdụ adịghị mma,sadness,0.547
inviting,na -akpọ oku,na -akpọ oku,surprise,0.289
laughter,ochi,ọchị,surprise,0.445
illness,ọrịa,ọrịa,fear,0.609
negotiate,kpaa nkata,kpaa nkata,trust,0.445
scourge,ihe otiti,ihe otiti,anger,0.625
proficiency,nka,nka,surprise,0.344
saloon,ụlọ ahịa,ụlọ ahịa,anger,0.136
excited,obi ụtọ,obi ụtọ,joy,0.818
enroll,idebanye aha,idebanye aha,trust,0.461
penance,nchegharị,nchegharị,fear,0.406
intercession,aririo,aririo,trust,0.391
outhouse,ụlọ,ụlọ,disgust,0.648
morals,omume,omume,joy,0.297
certified,asambodo,asambodo,trust,0.695
commanding,na -enye iwu,na -enye iwu,trust,0.547
reunite,izukotakwa,izukotakwa,joy,0.414
inadequate,ezughi oke,ezughi oke,sadness,0.484
humble,ịdị umeala n'obi,ịdị umeala n'obi,trust,0.68
spanking,na -agbasa,na -agbasa,anger,0.636
deport,mbula,mbula,fear,0.406
leeches,leeki,ọnwụ ọbara,fear,0.531
frustration,nkụda mmụọ,nkụda mmụọ,anger,0.576
bereavement,obi mgbawa,obi mgbawa,sadness,0.922
ragetweet,ragetweet****,ragetweet,anger,0.788
atrocity,arụrụala,arụrụala,disgust,0.734
heavenly,nke eluigwe,nke eluigwe,joy,0.853
slave,ohu,ohu,fear,0.531
soil,ala,ala,disgust,0.312
coexist,ibikọ ọnụ,ibikọ ọnụ,trust,0.641
excluding,ewepu,ewepu,sadness,0.281
austere,dị ọkụ,dị ọkụ,sadness,0.359
honeymoon,honiimuunu,honiimuunu,joy,0.636
lord,onyenwe,onyenwe,trust,0.445
ballot,vootu,vootu,anticipation,0.539
christmaseve,abalị fotere ekeresimesi,abalị fotere ekeresimesi,joy,0.656
appreciates,na -ekele,na -ekele,joy,0.703
personal,nkeonwe,nkeonwe,trust,0.5
pungent,dị mkpụmkpụ,dị mkpụmkpụ,disgust,0.719
secrecy,nzuzo,nzuzo,trust,0.25
assail,mwakpo,mwakpo,fear,0.578
stagnant,agaghinihu,agaghinihu,sadness,0.259
practise,omume,ọmụmụ,anticipation,0.508
soblessed,ngọzi,ngọzi,joy,0.706
elevation,elu,elu,anticipation,0.508
barks,ogbugbo,ọgbụgbọ,anger,0.364
embarrassment,ihere,ihere,surprise,0.5
eternal,ebighi ebi,ebighi ebi,joy,0.469
acceptance,nnabata,nnabata,trust,0.68
birthday,ụbọchị ọmụmụ,ụbọchị ọmụmụ,joy,0.691
successful,ihe ịga nke ọma,ihe ịga nke ọma,trust,0.648
prisoner,onye nga,onye nga,disgust,0.508
indomitable,agaghi adi,imeri,fear,0.438
holidays,ezumike,ezumike,joy,0.721
urgency,ngwa ngwa,ngwa ngwa,fear,0.391
coerce,mmanye,mmanye,disgust,0.367
disruption,nkwụsị,nkwụsị,fear,0.453
laughter,ochi,ọchị,joy,0.824
unaccountable,enweghị akaụntụ,enweghị akaụntụ,disgust,0.305
cancellation,nkagbu,nkagbu,sadness,0.438
mighty,dị ike,dị ike,anger,0.172
damn,Ụchụ,Ụchụ,anger,0.735
exquisite,ọmarịcha,ọmarịcha,joy,0.688
belt,eriri,eriri,fear,0.266
immoral,omume rụrụ arụ,omume rụrụ arụ,anger,0.591
faith,okwukwe,okwukwe,anticipation,0.438
oracle,ekwu okwu,ọhụ ụzọ,anticipation,0.555
loss,mfu,mfu,fear,0.578
unwell,adịghị mma,adịghị mma,sadness,0.578
gifts,onyinye,onyinye,joy,0.547
backtrack,azụ azụ,azụ azụ,fear,0.151
venom,nsi,nsi,fear,0.804
inefficient,adighi ike,adighi ike,anger,0.203
perpetuity,ebighi ebi,ebighi ebi,anticipation,0.453
disabled,nwere nkwarụ,nwere nkwarụ,sadness,0.672
moan,ịkwa ákwá,ịkwa ákwá,fear,0.394
malicious,obi ojoo,obi ọjọọ,disgust,0.617
difficult,siri ike,siri ike,fear,0.359
tiredofit,ike gwụrụ,ike gwụrụ,anger,0.603
mysterious,ihe omimi,ihe omimi,fear,0.435
depart,pụọ,pụọ,sadness,0.234
pavement,pavement,ụzọ,trust,0.32
advisable,dị mma,dị mma,trust,0.648
scares,egwu,egwu,fear,0.66
prayer,ekpere,ekpere,joy,0.439
dare,amaja,amaja,anticipation,0.57
goodness,ịdị mma,ịdị mma,surprise,0.164
sorcery,mgbaasị,mgbaasị,anticipation,0.547
mutilation,ibi ugwu,ibi ugwu,disgust,0.93
steadfast,na -eguzosi ike,na -eguzosi ike,trust,0.656
dying,na -anwụ anwụ,na -anwụ anwụ,sadness,0.875
sohappy,obi ụtọ,obi ụtọ,joy,0.868
volatility,volatility,volatiliti,fear,0.578
restless,zuru ike,ezughị ike,fear,0.204
antithesis,mgbochi,mgbochi,anger,0.5
celebrity,onye ama ama,onye ama ama,anticipation,0.516
spear,ube,ube,anticipation,0.367
zeal,ịnụ ọkụ n'obi,ịnụ ọkụ n'obi,joy,0.547
recklessness,akpachapụghị anya,akpachapụghị anya,disgust,0.461
homeless,enweghị ebe obibi,enweghị ebe obibi,anticipation,0.289
cheery,cheery,obi ụtọ,anticipation,0.523
horrifying,na -emenye ụjọ,na -emenye ụjọ,disgust,0.641
uneasiness,obi erughị ala,obi erughị ala,anticipation,0.555
concussion,mgbagwoju anya,mgbagwoju anya,sadness,0.545
stripped,yipụ,yipụ,fear,0.438
blessed,gọziri agọzi,gọziri agọzi,joy,0.833
forfeiture,tụfuo,tụfuo,sadness,0.531
cruising,njem ụgbọ mmiri,njem ụgbọ mmiri,joy,0.556
stephanie,Stephanie,Stephanie,trust,0.258
recreation,ntụrụndụ,ntụrụndụ,anticipation,0.516
violation,imebi,imebi,sadness,0.594
hoax,ụgha,ụgha,surprise,0.453
mournful,na -eru uju,na -eru uju,sadness,0.812
ram,ebule,ebule,anger,0.47
crazed,na -agụsi ike,ịpu ara,anger,0.75
lovemaking,ịhụnanya,ịhụnanya,joy,0.812
powerless,enweghi ike,enweghi ike,fear,0.562
depreciated,belatara,belatara,disgust,0.312
defiance,nnupu isi,nnupu isi,anger,0.552
sabotage,sabotage,sabotaji,anger,0.727
hanging,nghọta,nghọta,anger,0.636
custom,omenala,omenala,joy,0.188
enforce,manye,manye,fear,0.516
prosecution,ikpe,ikpe,disgust,0.406
dissension,nkewa,nkewa,anger,0.561
wonderful,magburu onwe ya,magburu onwe ya,surprise,0.453
hearse,na -ege nti,na -ege nti,fear,0.484
obliging,na -akwụ ụgwọ,na -akwụ ụgwọ,trust,0.539
paralysis,mkpọnwụ,mkpọnwụ,anger,0.295
difficulty,ihe isi ike,ihe isi ike,sadness,0.5
fungus,ero,ero,disgust,0.625
bigoted,mpako,mpako,anger,0.53
ugliness,ihe ojoo,ihe ọjọọ,disgust,0.602
disagreement,ekwenyeghi,ekwenyeghi,sadness,0.438
chuckle,ọchị,ọchị,trust,0.219
vehement,nsogbu,nsogbu,anger,0.734
procedure,usoro,usoro,fear,0.391
scold,ịba mba,ịba mba,fear,0.453
imprisoned,mkporo,mkpọrọ,fear,0.811
banish,chụpụ,chụpụ,disgust,0.5
joyful,na -afulụrị ọ .ụ,anwụrị,trust,0.586
yayy,yai,yai,joy,0.636
overture,overture,ekpughe,anticipation,0.461
aversion,ịkpọasị,ịkpọasị,disgust,0.438
ridicule,ịkwa emo,ịkwa emo,disgust,0.555
barbarian,onye mba ozo,onye mba ọzọ,fear,0.62
confident,obi ike,obi ike,trust,0.727
grin,ọchị,ọchị,anticipation,0.422
arsehole,oghere,oghere,anger,0.624
superb,ikenyeneke mbiet,ihe mara mma,joy,0.864
hot,na -ekpo ọkụ,na -ekpo ọkụ,anger,0.529
fearful,egwu,egwu,sadness,0.766
distracted,na -adọpụ uche,na -adọpụ uche,anger,0.197
suspense,obi abụọ,obi abụọ,anticipation,0.711
eventually,n'ikpeazụ,n'ikpeazụ,trust,0.461
limited,oke,oke,sadness,0.167
weight,ibu ibu,ibu ibu,fear,0.109
scold,ịba mba,ịba mba,disgust,0.297
pry,mkpisi,duba,anger,0.266
ground,ala,ala,trust,0.398
devastating,na -emebi ihe,na -emebi ihe,anger,0.561
quotes,ruturu,nsere okwu,joy,0.294
shatter,gbajie,gbajie,sadness,0.609
loathe,na -asọ oyi,na -asọ oyi,disgust,0.617
hydrophobia,hydrophobia,ịtụ mmiri egwu,disgust,0.328
mutilation,ibi ugwu,ibi ugwu,anger,0.714
peace,udo,udo,trust,0.602
disaster,ọdachi,ọdachi,fear,0.875
attentionseekers,ndị na -achọ nlebara anya,ndị na -achọ nlebara anya,anger,0.163
injury,mmerụ ahụ,mmerụ ahụ,sadness,0.562
wreck,mkpọka,mkpọka,disgust,0.492
relax,Zuo ike,Zuo ike,joy,0.562
synchronize,mekọrịta,mekọrịta,anticipation,0.461
outrageous,oke iwe,oke iwe,surprise,0.75
diagnosis,nchoputa,nchoputa,fear,0.391
fellas,ụmụ nwanyị,ụmụ nwanyị,trust,0.414
worry,echegbu,echegbu,sadness,0.641
deformity,nrụrụ,nrụrụ,disgust,0.664
invite,kpọọ,kpọọ,trust,0.43
commemorate,na -echeta,na -echeta,joy,0.453
fraud,wayo,wayo,anger,0.394
abhorrent,na -asọ oyi,na -asọ oyi,fear,0.672
quaint,dị egwu,dị egwu,trust,0.398
reproductive,omumu,ọmụmụ,joy,0.156
dispossessed,onye napụrụ ya,onye napụrụ ya,anger,0.47
infidelity,ekwesịghị ntụkwasị obi,ekwesịghị ntụkwasị obi,fear,0.469
delight,obi uto,obi ụtọ,joy,0.765
forbidding,machibido,machibido,anger,0.368
illumination,ìhè,ìhè,joy,0.53
stingy,ntamu,enweghị aka onyinye,anger,0.344
dependence,ndabere,ndabere,sadness,0.328
furor,iwe iwe,iwe iwe,anger,0.9
lawsuit,ikpe,ikpe,anger,0.386
allsmiles,ọchị ọchị,ọchị ọchị,joy,0.828
birth,omumu,omumu,trust,0.5
blasphemous,nkwulu,nkwulu,anger,0.712
mire,apịtị,apịtị,disgust,0.5
lovemylife,ndụ ịhụnanya,ahụrụm ndụm n'anya,joy,0.797
coercion,mmanye,mmanye,sadness,0.438
owing,n'ihi,n'ihi,fear,0.188
trees,osisi,osisi,joy,0.197
thatmoment,oge ahụ,oge ahụ,fear,0.234
maintenance,mmezi,mmezi,trust,0.422
regal,eze,eze,trust,0.469
row,ahịrị,ahịrị,anger,0.337
morals,omume,omume,trust,0.695
guilt,ikpe ọmụma,ikpe ọmụma,disgust,0.383
lash,ogwe aka,adịghị mma,anger,0.578
money,ego,ego,joy,0.531
prejudice,ajọ mbunobi,ajọ mbunobi,anger,0.545
feat,feat,ihe siri ike ime,surprise,0.445
fancy,fancy,atọm ụtọ,joy,0.516
nurture,ịzụlite,ịzụlite,anticipation,0.406
deformity,nrụrụ,nrụrụ,sadness,0.703
court,ulo ikpe,ụlọ ikpe,anger,0.199
slaughter,ogbugbu,ogbugbu,anger,0.844
promise,nkwa,nkwa,trust,0.773
hurt,merụọ ahụ,merụọ ahụ,sadness,0.688
unsatisfied,enweghị afọ ojuju,enweghị afọ ojuju,disgust,0.266
protective,nchedo,nchedo,trust,0.648
highest,nke kachasi elu,nke kachasi elu,anticipation,0.491
quarantine,ndebe iche,ndebe iche,fear,0.578
repudiation,ịjụ,ịjụ,anger,0.51
inheritance,ihe nketa,ihe nketa,surprise,0.383
worrying,na -echegbu onwe,na -echegbu onwe,sadness,0.562
blemish,nkwarụ,nkwarụ,fear,0.266
dreadfully,dị egwu,dị egwu,disgust,0.508
periodicity,oge,oge,trust,0.367
determinate,kpebisie ike,kpebisie ike,anticipation,0.477
freakingout,na -apụ apụ,na -apụ apụ,fear,0.781
admitting,ikweta,ikweta,trust,0.539
disparage,nlelị,nlelị,sadness,0.672
humor,ọchị,ọchị,joy,0.656
healthful,nke di ike,nke di ike,joy,0.424
prison,mkporo,mkpọrọ,sadness,0.594
litigious,onye ịgba akwụkwọ,onye ịgba akwụkwọ,anger,0.484
untidy,edozighi,edozighi,disgust,0.422
hurryup,mee ọsọ ọsọ,mee ọsọ ọsọ,fear,0.281
kidnap,tọọrọ,tọọrọ,anger,0.703
migraine,migraine,isi ọwụwa,sadness,0.297
flares,ọkụ,ọkụ,anger,0.532
food,nri,nri,joy,0.258
malice,obi ojoo,obi ọjọọ,anger,0.852
overrun,gafere,gafere,anger,0.429
palpable,palpable,kemmetụta,surprise,0.297
duress,duress,ọnọdụ,anger,0.516
congregation,ọgbakọ,ọgbakọ,trust,0.562
villager,onye obodo,onye obodo,trust,0.438
substantiate,gbara ọkpụrụkpụ,gbara ọkpụrụkpụ,trust,0.594
almighty,onye puru ime ihe nile,onye puru ime ihe nile,joy,0.516
impotence,enweghi ike,enweghi ike,fear,0.531
victim,aja,aja,sadness,0.703
wallow,wollow,ịtụgharị,disgust,0.469
revolution,mgbanwe,mgbanwe,sadness,0.203
longing,na -agụ agụụ,na -agụ agụụ,sadness,0.594
eventual,n'ikpeazụ,mesiri,anticipation,0.492
asleeep,asleeep,ihi ụra,anger,0.059
competitive,asọmpi,asọmpi,anger,0.125
moonlight,ìhè ọnwa,ìhè ọnwa,joy,0.364
rescue,nnapụta,nnapụta,surprise,0.547
villainous,onye ọjọọ,onye ọjọọ,fear,0.594
gory,gory,ọbara,anger,0.576
lover,onye hụrụ n'anya,onye hụrụ n'anya,joy,0.719
subversive,nke na -agba ọchịchị mgba okpuru,nke na -agba ọchịchị mgba okpuru,surprise,0.477
honest,eziokwu,eziokwu,joy,0.303
cancer,ọrịa kansa,ọrịa kansa,disgust,0.734
meditate,tụgharịa uche,tụgharịa uche,trust,0.555
stripped,yipụ,yipụ,sadness,0.516
warn,dọọ aka na ntị,dọọ aka na ntị,surprise,0.297
remove,wepu,wepu,fear,0.328
religions,okpukperechi,okpukperechi,trust,0.5
disappoint,ndakpọ olileanya,ndakpọ olileanya,anger,0.409
lettered,edepụtara,edepụtara,trust,0.359
stricken,etie ihe,etie ihe,sadness,0.641
autopsy,otopsii,otopsii,fear,0.557
stain,unyi,unyi,disgust,0.484
chant,ukwe,ukwe,anger,0.111
stretcher,ihe ndina,ihe ndina,sadness,0.391
unrest,ọgba aghara,ọgba aghara,fear,0.391
derogatory,okwu mkparị,okwu mkparị,anger,0.562
hope,olile anya,olile anya,anticipation,0.773
god,chukwu,chukwu,joy,0.545
weakly,adịghị ike,adịghị ike,fear,0.406
bad,ọjọọ,ọjọọ,fear,0.375
disservice,arụrụ arụ,arụrụ arụ,anger,0.485
margin,oke,oke,sadness,0.125
pitfall,olulu,olulu,surprise,0.586
greatful,nke ukwu,nke ukwu,joy,0.816
