word,machine,human,label,emotion_intensity_score
revolting,tawaye,tawaye,fear,0.625
ghastly,mugunta,mugunta,disgust,0.625
auditor,mai binciken kudi,mai binciken kuɗi,trust,0.555
lurid,lurid,launi marar kyau,disgust,0.594
soundness,lafiya,lafiya,trust,0.633
lose,rasa,rasa,surprise,0.383
cripple,gurgunta,gurgunta,sadness,0.719
save,ajiye,ajiye,joy,0.2
lovely,kyakkyawa,kyakkyawa,trust,0.586
hardship,wahala,wahala,joy,0.031
slaughterhouse,mayanka,mayanka,anger,0.788
fainting,suma,suma,fear,0.422
cathedral,babban coci,babban coci,joy,0.266
medal,lambar yabo,lambar yabo,trust,0.461
separatist,mai ballewa,yan aware,anger,0.438
subjugation,subjugation,mallakar dole,sadness,0.609
midwife,ungozoma,ungozoma,trust,0.555
mucous,mucous,majina,disgust,0.758
whatif,menene,mene ne idan,fear,0.219
gent,mutunci,mutunci,anger,0.076
mother,uwa,uwa,anticipation,0.406
saber,sabar,sabar,anger,0.238
terrorize,ta'addanci,ta'addanci,fear,0.922
sovereign,mai mulki,mai mulki,trust,0.508
herpes,herpes,huciyar zazzaɓi,disgust,0.789
merry,m,mai kuzari,joy,0.727
inspiration,wahayi,wahayi,anticipation,0.625
hypertrophy,hauhawar jini,hauhawar tsokar nama,fear,0.594
soar,tashi,tashi,joy,0.531
art,fasaha,fasaha,sadness,0.0
gorge,kwazazzabo,kwazazzabo,disgust,0.492
bastard,banza,banza,disgust,0.57
lose,rasa,rasa,anger,0.261
pain,zafi,zafi,sadness,0.719
bier,makara,makara,fear,0.422
fight,fada,faɗa,anger,0.667
treason,cin amanar kasa,cin amanar ƙasa,disgust,0.688
relancer,relancer,mai sanarwa,trust,0.406
nohope,babu fata,babu fata,sadness,0.688
cholera,kwalara,kwalara,disgust,0.68
fully,cikakke,cikakke,trust,0.516
trepidation,tsoro,tsoro,anticipation,0.719
fulfillment,cikawa,cikawa,trust,0.664
highest,mafi girma,mafi girma,joy,0.591
worrying,damuwa,damuwa,fear,0.484
spectacular,m,mai ban mamaki,anticipation,0.641
neurosis,neurosis,tsananin damuwa,fear,0.656
queues,layuka,layuka,anger,0.318
psalms,zabura,zabura,trust,0.539
diagnosis,ganewar asali,ganewar asali,anticipation,0.602
hangry,rataya,rataya,anger,0.515
lightning,walƙiya,walƙiya,surprise,0.594
weariness,gajiya,gajiya,sadness,0.484
cash,tsabar kudi,tsabar kuɗi,anger,0.039
proud,girman kai,girman kai,anticipation,0.406
present,gabatar,gabatar,joy,0.441
reprisal,ramuwar gayya,ramuwar gayya,sadness,0.484
dontmess,kar ku damu,kar ku damu,anger,0.576
sparkle,walƙiya,walƙiya,joy,0.577
unfortunately,rashin alheri,rashin alheri,sadness,0.727
interim,na wucin gadi,na wucin gadi,anticipation,0.375
hostage,garkuwa,garkuwa,anger,0.47
daymade,na rana,na rana,joy,0.514
author,marubuci,marubuci,trust,0.469
pollute,gurbata,gurɓata,disgust,0.711
gratitude,godiya,godiya,trust,0.594
falsification,karya,karya,anger,0.379
tandem,tandem,keken mutum biyu,trust,0.438
alarm,ƙararrawa,ƙararrawa,surprise,0.852
judgement,hukunci,hukunci,trust,0.492
oppress,zalunci,zalunci,anger,0.49
hairchalk,gashin gashi,gashin gashi,trust,0.336
chaff,bambaro,bambaro,anger,0.312
dismissal,sallama,sallama,sadness,0.686
mysterious,m,na al'ajabi,anticipation,0.562
enchant,sihiri,sihiri,anticipation,0.562
evasion,gudun hijira,gudun hijira,fear,0.562
bigoted,mai girman kai,mai girman kai,sadness,0.574
ganna,ganna,yin sabulu,trust,0.297
carol,carol,waƙa,trust,0.336
dismay,damuwa,damuwa,fear,0.484
formula,dabara,dabara,trust,0.445
mob,taron jama'a,taron jama'a,anger,0.538
fatty,m,mai kitse,disgust,0.539
chaplain,limamin coci,limamin coci,trust,0.523
curse,la'ana,la'ana,fear,0.578
syllabus,manhaja,manhaja,fear,0.147
inability,rashin iyawa,rashin iyawa,sadness,0.453
bitterness,daci,ɗaci,disgust,0.5
gubernatorial,gwamna,na gwamna,trust,0.312
expedition,balaguro,balaguro,anticipation,0.641
adverts,tallace -tallace,tallace -tallace,anger,0.197
hero,jarumi,jarumi,surprise,0.344
toothache,ciwon hakori,ciwon haƙori,fear,0.469
beaches,rairayin bakin teku,rairayin bakin teku,joy,0.375
leisure,dama,dama,trust,0.406
full,cika,cika,joy,0.375
advise,ba da shawara,ba da shawara,trust,0.57
busted,busted,fashewa,fear,0.516
curse,la'ana,la'ana,sadness,0.608
electorate,masu zaɓe,masu zaɓe,trust,0.398
warlike,warlike,shirya yaƙi,fear,0.781
notification,sanarwa,sanarwa,anticipation,0.523
smiling,yana murmushi,yana murmushi,joy,0.828
annihilated,halaka,halaka,sadness,0.828
stripped,ya tube,ya tuɓe,sadness,0.516
resentment,bacin rai,ɓacin rai,sadness,0.562
dastardly,dastardly,mamugunci,disgust,0.625
disinclination,rashin son zuciya,rashin son zuciya,disgust,0.336
bridal,amarya,amarya,anticipation,0.656
arsehole,rami,rami,anger,0.624
tyrannical,azzalumai,na zalunci,anger,0.828
compliance,yarda,yarda,trust,0.586
untoward,ba daidai ba,ba daidai ba,anger,0.394
disapprove,rashin yarda,rashin yarda,anger,0.364
happen,faru,faru,anticipation,0.484
stigma,wulakanci,wulaƙanci,disgust,0.453
trumpet,ƙaho,ƙaho,anger,0.059
splendor,ƙawa,ƙawa,surprise,0.438
hurry,yi sauri,yi sauri,anticipation,0.695
electrify,wutar lantarki,wutar lantarki,surprise,0.711
storm,hadari,hadari,anger,0.507
stripped,ya tube,ya tuɓe,anticipation,0.344
conceal,boye,boye,sadness,0.311
doctrine,rukunan,rukunan,trust,0.5
sacrifices,sadaukarwa,sadaukarwa,sadness,0.609
pray,yi addu'a,yi addu'a,fear,0.109
depreciated,rage daraja,rage daraja,sadness,0.46
oddity,ban mamaki,ban mamaki,sadness,0.188
lace,yadin da aka saka,leshi,trust,0.344
unsettled,ba damuwa,ba damuwa,fear,0.327
wounded,rauni,rauni,fear,0.592
hatred,ƙiyayya,ƙiyayya,fear,0.703
perversion,karkacewa,karkacewa,anger,0.53
caution,taka tsantsan,taka tsantsan,fear,0.328
obligor,wajibi,wajibi,fear,0.375
favorable,m,na taimako,anticipation,0.5
cozy,jin dadi,jin daɗi,joy,0.583
pretty,kyakkyawa,kyakkyawa,anticipation,0.414
stigma,wulakanci,wulaƙanci,fear,0.455
unforgiving,mai gafartawa,mai gafartawa,sadness,0.612
awestruck,mamaki,mamaki,surprise,0.797
concealed,boye,boye,fear,0.438
presents,gabatarwa,gabatarwa,joy,0.516
alienation,nisantawa,nisantawa,sadness,0.685
odious,m,mai wari,fear,0.5
birth,haihuwa,haihuwa,fear,0.203
widower,bazawara,bazawara,sadness,0.688
school,makaranta,makaranta,trust,0.531
refused,ya ki,ya ki,sadness,0.391
penitentiary,gidan yari,gidan yari,anger,0.422
abundance,yawa,yawa,anticipation,0.547
hippie,hippie,mai tara gashi,joy,0.288
defeated,ci nasara,ci nasara,trust,0.258
avenger,mai ɗaukar fansa,mai ɗaukar fansa,anger,0.485
snag,snag,tsinkaya,surprise,0.531
biennial,biennial,shekara biyu-biyu,anticipation,0.367
disparity,banbanci,bambanci,anger,0.547
incarceration,ɗaurin kurkuku,ɗaurin kurkuku,fear,0.625
litigious,mai kara,mai kara,disgust,0.414
frank,m,a fili,trust,0.477
father,uba,uba,trust,0.586
felicity,farin ciki,farin ciki,joy,0.636
praised,yaba,yaba,trust,0.594
tree,itace,itace,anticipation,0.227
crying,kuka,kuka,sadness,0.781
top,saman,sama,anticipation,0.398
angry,fushi,fushi,anger,0.824
celebrated,bikin,bikin,anticipation,0.641
venerable,mai daraja,mai daraja,trust,0.508
fierce,m,mai ƙarfi,anger,0.812
planning,shiryawa,shiryawa,anticipation,0.523
getoveryourself,shawo kanku,shawo kanku,anger,0.495
strike,yajin aiki,yajin aiki,anger,0.721
watch,duba,duba,fear,0.188
miscarriage,zubar da ciki,zubar da ciki,fear,0.719
buddy,aboki,aboki,joy,0.427
gall,gall,rashin kunya,disgust,0.305
suicide,kashe kansa,kashe kansa,fear,0.879
powerless,m,rashin ƙarfi,fear,0.562
unruly,m,rashin ɗa'a,anger,0.5
nature,yanayi,yanayi,joy,0.5
helplessness,rashin taimako,rashin taimako,fear,0.516
freakish,m,sabon abu,fear,0.484
measles,kyanda,ƙyanda,disgust,0.696
saint,waliyyi,waliyyi,surprise,0.312
mistress,uwar gida,uwar gida,anger,0.182
trusting,dogara,dogara,trust,0.836
mad,mahaukaci,mahaukaci,fear,0.547
arraignment,gurfanarwa,gurfanarwa,anger,0.203
miracle,mu'ujiza,mu'ujiza,anticipation,0.633
dawn,wayewar gari,wayewar gari,surprise,0.211
brotherhood,yan'uwantaka,yan'uwantaka,trust,0.82
deputy,mataimakin,mataimakin,trust,0.453
obstacle,cikas,cikas,trust,0.242
hoax,yaudara,yaudara,sadness,0.406
disillusionment,rashin kunya,rashin kunya,disgust,0.367
professorship,farfesa,zama farfesa,trust,0.625
poverty,talauci,talauci,sadness,0.69
misconception,rashin fahimta,rashin fahimta,anger,0.219
throb,buga,buga,sadness,0.273
sunny,rana,rana,surprise,0.102
bugaboo,buguwa,buguwa,sadness,0.304
slush,ja ruwa,ja ruwa,surprise,0.141
revulsion,tayar da hankali,tayar da hankali,anger,0.773
sharpen,kaifi,kaifi,anger,0.288
conflict,rikici,rikici,anger,0.578
irreconcilable,rashin jituwa,rashin jituwa,fear,0.438
procession,jerin gwano,jerin gwano,joy,0.242
trip,tafiya,tafiya,surprise,0.281
undesirable,maras so,maras so,anger,0.231
embarrassment,kunya,kunya,surprise,0.5
stagnant,m,tawaya,sadness,0.259
giggles,dariya,dariya,joy,0.672
heathen,arne,arne,fear,0.422
blister,kumburi,kumburi,disgust,0.594
regret,nadama,nadama,sadness,0.625
goodness,alheri,alheri,joy,0.818
dance,rawa,rawa,joy,0.545
civilized,wayewa,wayewa,joy,0.169
butcher,mahauci,mahauci,anger,0.578
obstacle,cikas,cikas,anger,0.242
hulk,hulda,hulɗa,anger,0.329
brimstone,kibiritu,kibiritu,anger,0.392
humiliation,wulakanci,wulaƙanci,sadness,0.578
sedition,fitina,fitina,anger,0.422
shatter,farfashe,farfashe,sadness,0.609
musty,musty,wari,disgust,0.602
unexpected,m,ba-zata,joy,0.203
measles,kyanda,ƙyanda,sadness,0.469
triumphant,nasara,nasara,anticipation,0.625
elegance,ladabi,ladabi,joy,0.609
exception,banda,banda,trust,0.305
imprisonment,kurkuku,kurkuku,sadness,0.672
chagrin,bacin rai,ɓacin rai,disgust,0.258
jubilant,farin ciki,farin ciki,surprise,0.578
outhouse,waje,waje,disgust,0.648
strangle,makure,maƙure,fear,0.75
reporter,labaru,mai rahoto,trust,0.414
jeopardize,barazana,barazana,fear,0.547
clerical,malami,malami,trust,0.32
inheritance,gado,gado,joy,0.47
dictatorship,mulkin kama -karya,mulkin kama -karya,anger,0.676
spirits,ruhohi,ruhohi,anticipation,0.531
privilege,gata,gata,trust,0.414
dungeon,kurkuku,kurkuku,fear,0.672
absolution,warwarewa,warwarewa,joy,0.306
denunciation,la'anta,la'anta,disgust,0.422
frighten,tsorata,tsorata,sadness,0.578
delay,jinkiri,jinkiri,sadness,0.373
explosive,mai fashewa,mai fashewa,surprise,0.883
vote,jefa ƙuri'a,jefa ƙuri'a,joy,0.234
plague,annoba,annoba,sadness,0.547
unfavorable,mara kyau,mara kyau,sadness,0.469
greasy,m,marar ladabi,disgust,0.672
communism,kwaminisanci,kwaminisanci,sadness,0.25
grammar,nahawu,nahawu,trust,0.43
violent,tashin hankali,tashin hankali,anger,0.844
suspected,ake zargi,ake zargi,fear,0.375
loneliness,kadaici,kaɗaici,sadness,0.766
autocorrect,gyara daidai,gyara daidai,anger,0.015
midwife,ungozoma,ungozoma,joy,0.288
domination,mamayewa,mamayewa,anger,0.688
romance,soyayya,soyayya,trust,0.484
courtship,zawarci,zawarci,anticipation,0.656
sur,sur,babba,trust,0.32
sohappy,farin ciki,farin ciki,joy,0.868
counsel,shawara,shawara,trust,0.656
lockup,kullewa,kullewa,sadness,0.359
hoot,zafi,zafi,anger,0.287
specter,kallo,kallo,fear,0.331
bad,mara kyau,mara kyau,fear,0.375
mildew,mildew,ruma,disgust,0.633
confession,ikirari,iƙirari,trust,0.516
excitement,tashin hankali,tashin hankali,surprise,0.734
deplore,baƙin ciki,baƙin ciki,sadness,0.576
bewilderment,rudani,ruɗani,surprise,0.828
dike,Dike,fallen dutse,fear,0.328
sinful,mai zunubi,mai zunubi,fear,0.5
synchronize,aiki tare,aiki tare,joy,0.329
perpetrator,mai aikatawa,mai aikatawa,fear,0.56
overthemoon,sama -sama,sama -sama,joy,0.875
havoc,halaka,halaka,anger,0.641
sparkle,walƙiya,walƙiya,surprise,0.367
center,tsakiya,tsakiya,trust,0.531
devil,shaidan,shaiɗan,disgust,0.664
anguish,baƙin ciki,baƙin ciki,anger,0.5
judiciary,bangaren shari'a,ɓangaren shari'a,trust,0.641
favorite,fi so,fi so,joy,0.688
angel,mala'ika,mala'ika,joy,0.594
meaningful,ma'ana,ma'ana,joy,0.391
gain,riba,riba,trust,0.469
shopping,cin kasuwa,cin kasuwa,joy,0.382
disobedient,rashin biyayya,rashin biyayya,anger,0.485
eventually,ƙarshe,ƙarshe,trust,0.461
opium,opium,koken,anger,0.18
abacus,abacus,na'urar lissafi,trust,0.406
starry,taurari,taurari,anticipation,0.469
confess,furta,furta,trust,0.484
mother,uwa,uwa,sadness,0.016
install,shigar,shigar,anticipation,0.43
hairclip,gyaran gashi,gyaran gashi,trust,0.297
bran,bran,dusa,disgust,0.125
mysterious,m,na al'ajabi,surprise,0.586
ungrateful,butulci,butulci,disgust,0.406
physicist,masanin kimiyyar lissafi,masanin kimiyyar fizika,trust,0.555
averse,m,ƙyama,fear,0.483
tyrant,azzalumi,azzalumi,fear,0.788
parasite,m,kaska,fear,0.578
steal,sata,sata,sadness,0.656
warning,gargadi,gargaɗi,fear,0.297
prescient,m,ilhama,anticipation,0.648
leprosy,kuturta,kuturta,fear,0.766
vacuous,m,nuna rashin tunani,disgust,0.445
dilapidated,ya lalace,ya lalace,sadness,0.609
interrupt,katsewa,katsewa,surprise,0.539
incest,lalata,lalata,fear,0.571
dissection,rarrabuwa,rarrabuwa,disgust,0.759
peaceofmind,zaman lafiya,zaman lafiya,joy,0.891
difficult,da wahala,da wahala,fear,0.359
newstart,sabon farawa,sabon farawa,joy,0.344
lick,lasa,lasa,disgust,0.398
cherish,kauna,ƙauna,joy,0.703
purify,tsarkake,tsarkake,joy,0.409
clash,karo,karo,anger,0.783
unintended,wanda ba a yi niyya ba,wanda ba a yi niyya ba,surprise,0.648
razor,reza,reza,fear,0.303
incurable,maras magani,maras magani,disgust,0.508
restorative,mai gyarawa,mai gyarawa,trust,0.555
snarling,kumbura,kumbura,anger,0.697
petroleum,man fetur,man fetur,disgust,0.219
predispose,tsinkaya,tsinkaya,anticipation,0.477
ripen,cikakke,cikakke,anticipation,0.625
corroboration,tabbatarwa,tabbatarwa,trust,0.57
measured,auna,auna,joy,0.152
marrow,bargo,ɓargo,joy,0.078
fruity,'ya'yan itace,'ya'yan itace,joy,0.268
dupe,dupe,yaudara,anger,0.312
perdition,halaka,halaka,anger,0.562
dispose,zubar,zubar,disgust,0.359
regretted,nadama,nadama,sadness,0.652
bye,wallahi,wallahi,anticipation,0.258
flog,bulala,bulala,disgust,0.57
morality,halin kirki,halin kirki,trust,0.703
rushing,gaggauta,gaggauta,fear,0.233
loss,asara,asara,sadness,0.688
grumpy,m,mugun hali,disgust,0.305
ungrateful,butulci,butulci,anger,0.472
germination,tsiro,tsiro,anticipation,0.523
opposed,adawa,adawa,anger,0.484
uncertain,rashin tabbas,rashin tabbas,anger,0.152
commodore,commodore,kwamando,trust,0.414
discontinuity,katsewa,katsewa,disgust,0.406
hurtful,m,mai haifar da damuwa,sadness,0.688
vow,alwashi,alwashi,anticipation,0.484
hydrophobia,hydrophobia,tsoron ruwa,disgust,0.328
stint,stint,tsauri,fear,0.359
concealed,boye,ɓoye,anticipation,0.367
banger,banger,naman alade,anger,0.424
heroic,jarumi,jarumi,joy,0.591
mange,girma,girma,fear,0.562
uncontrollable,wanda ba a iya sarrafa shi,wanda ba a iya sarrafa shi,anger,0.561
imagination,hasashe,hasashe,trust,0.438
lesbians,yan madigo,yan maɗigo,trust,0.43
yessss,yasss,ehhhh,joy,0.728
broil,broil,rigima,anger,0.516
military,soja,soja,fear,0.375
lethal,m,mai haifar da kisa,sadness,0.797
adder,adda,maciji,anger,0.212
shun,guji,guji,anger,0.5
laughable,abin dariya,abin dariya,disgust,0.18
treachery,ha'inci,ha'inci,surprise,0.633
mate,aboki,aboki,trust,0.586
vengeance,ɗaukar fansa,ɗaukar fansa,anger,0.886
hymn,waƙar yabo,waƙar yabo,trust,0.422
perish,halaka,halaka,fear,0.784
subvert,subvert,rushe ikon hukuma,fear,0.5
graduation,kammala karatu,kammala karatu,fear,0.078
socialist,ɗan gurguzu,ɗan gurguzu,anger,0.25
exchange,musayar,musaya,trust,0.453
inept,m,rashin fasaha,disgust,0.352
cardiomyopathy,cardiomyopathy,cutar tsokar zuciya,sadness,0.422
painfully,mai zafi,mai zafi,sadness,0.758
volunteers,masu aikin sa kai,masu aikin sa kai,trust,0.57
secrets,asirai,asirai,trust,0.234
jumpy,tsalle,tsalle,fear,0.484
flagrant,m,aikin rashin ɗa'a,disgust,0.5
derogation,wulakanci,wulaƙanci,sadness,0.491
gain,riba,riba,joy,0.288
libel,cin mutunci,cin mutunci,anger,0.4
consecration,keɓewa,keɓewa,joy,0.235
raging,fushi,fushi,anger,0.896
salary,albashi,albashi,joy,0.234
runaway,gudu,gudu,sadness,0.562
knot,kulli,ƙulli,fear,0.109
autopsy,gawa,gawa,sadness,0.562
unseat,rashin kwanciyar hankali,rashin kwanciyar hankali,sadness,0.281
endanger,yi haɗari,yi haɗari,fear,0.688
destination,manufa,manufa,anticipation,0.703
rigor,taurin kai,taurin kai,fear,0.453
modest,mai tawali'u,mai tawali'u,trust,0.57
falling,fadowa,faɗowa,sadness,0.422
weight,nauyi,nauyi,trust,0.289
livelife,rayuwar rayuwa,rayuwar rayuwa,joy,0.574
scifi,scifi,zuben kimiyya,joy,0.152
restrict,ƙuntata,ƙuntata,sadness,0.259
delighted,farin ciki,farin ciki,surprise,0.43
await,jira,jira,anticipation,0.633
fluctuation,juyawa,juyawa,anger,0.265
adrift,m,rashin nasara,anticipation,0.422
bout,fadan,faɗa,anger,0.5
feces,najasa,najasa,disgust,0.844
quandary,tashin hankali,tashin hankali,fear,0.453
unable,iyawa,iyawa,sadness,0.359
blindfold,rufe idanu,rufe idanu,surprise,0.609
kidnap,sacewa,sacewa,sadness,0.682
allure,lallashi,lallashi,joy,0.453
distracting,shagala,shagala,anger,0.182
presumption,zato,zato,trust,0.305
dismissal,sallama,sallama,disgust,0.352
epidemic,annoba,annoba,sadness,0.688
merit,cancanta,cancanta,trust,0.664
injury,rauni,rauni,sadness,0.562
unverified,ba a tantance ba,ba a tantance ba,anticipation,0.43
enliven,mai rai,mai rai,joy,0.672
punished,azabtar,azabtar,fear,0.641
feeling,ji,ji,sadness,0.172
oust,fitar,fitar,sadness,0.375
eschew,kaucewa,kaucewa,disgust,0.453
guarantee,garanti,garanti,trust,0.711
deliverance,kubutarwa,kuɓutarwa,joy,0.348
engaging,shiga,shiga,trust,0.547
chirp,kururuwa,kururuwa,joy,0.25
spurious,mai lalata,mai lalata,disgust,0.461
disappointment,rashin jin daɗi,rashin jin daɗi,sadness,0.594
pressure,matsi,matsi,fear,0.375
wrangling,rigima,rigima,anger,0.562
problem,matsala,matsala,fear,0.266
godless,marasa tsoron Allah,rashin ibada,anger,0.453
analyst,manazarci,manazarci,anticipation,0.312
rebellion,tawaye,tawaye,anger,0.609
inconvenient,m,ƙuntata,anger,0.266
paradise,aljanna,aljanna,joy,0.833
wound,rauni,rauni,sadness,0.625
hug,runguma,runguma,joy,0.672
wildfire,wutar daji,wutar daji,fear,0.641
endowment,kyauta,kyauta,trust,0.594
lyre,waka,waƙa,joy,0.234
chocolate,cakulan,cakulan,trust,0.445
sweet,mai dadi,mai daɗi,joy,0.625
unquestionable,babu tantama,babu tantama,trust,0.602
scientific,kimiyya,kimiyya,trust,0.656
outcry,kuka,kuka,surprise,0.727
warlock,warlock,mayya,fear,0.641
wounding,rauni,rauni,fear,0.688
teary,hawaye,hawaye,sadness,0.688
humble,mai tawali'u,mai tawali'u,sadness,0.078
uneasy,rashin jin daɗi,rashin jin daɗi,disgust,0.273
pry,pry,buƙaci,anticipation,0.469
criticize,zargi,zargi,disgust,0.312
idiot,wawa,wawa,disgust,0.492
bargain,ciniki,ciniki,trust,0.367
inviting,gayyata,gayyata,joy,0.5
date,kwanan wata,kwanan wata,joy,0.344
killing,kisa,kisa,sadness,0.812
bliss,ni'ima,ni'ima,joy,0.971
lonesome,kadaici,kaɗaici,sadness,0.734
creditable,mai daraja,mai daraja,trust,0.711
joker,joker,mai barkwanci,surprise,0.367
cruelty,zalunci,zalunci,anger,0.833
cruelty,zalunci,zalunci,sadness,0.812
revolt,tawaye,tawaye,anger,0.734
harlot,karuwa,karuwa,disgust,0.562
satanic,shaidan,na shaiɗan,anger,0.828
sensual,sha'awa,sha'awa,trust,0.445
respect,girmamawa,girmamawa,anticipation,0.438
ambulance,motar asibiti,motar asibiti,fear,0.484
somad,somad,bauta,anger,0.637
alive,da rai,da rai,anticipation,0.461
ravine,kwari,kwari,fear,0.484
rhythmical,rhythmical,mai daidaito,surprise,0.234
elegance,ladabi,ladabi,anticipation,0.453
interrupted,katsewa,katsewa,sadness,0.188
infidel,kafiri,kafiri,anger,0.47
trickery,wayo,wayo,fear,0.312
defiance,bijirewa,bijirewa,fear,0.5
disgraced,wulakanci,wulaƙanci,disgust,0.523
divided,raba,raba,sadness,0.172
shoutout,ihu,ihu,trust,0.344
larceny,zalunci,zalunci,disgust,0.578
moody,m,canzawar yanayi,anger,0.412
sullen,m,rashin hankali,anger,0.303
adviser,mai ba da shawara,mai ba da shawara,trust,0.688
slave,bawa,bawa,anger,0.652
terminal,m,na ajali,sadness,0.688
physician,likita,likita,trust,0.633
memories,abubuwan tunawa,abubuwan tunawa,sadness,0.172
consternation,firgita,firgita,fear,0.359
defy,sabawa,saɓawa,anger,0.5
accuser,mai zargi,mai zargi,fear,0.438
amazingly,abin mamaki,abin mamaki,joy,0.703
baggage,kaya,kaya,trust,0.391
confession,ikirari,iƙirari,anticipation,0.406
contempt,raini,raini,disgust,0.484
unhappiness,rashin jin daɗi,rashin jin daɗi,joy,0.016
hypertrophy,hauhawar jini,hauhawar jini,disgust,0.422
alertness,jijjiga,jijjiga,fear,0.216
mortgage,jinginar gida,jinginar gida,fear,0.331
diplomacy,diflomasiyya,diflomasiyya,anticipation,0.391
winning,cin nasara,cin nasara,anticipation,0.664
uninteresting,m,rashin sha'awa,sadness,0.234
musical,m,na kiɗa,sadness,0.045
mouth,baki,baki,surprise,0.172
promo,talla,talla,trust,0.359
launch,ƙaddamar,ƙaddamar,anticipation,0.641
failing,kasawa,kasawa,anger,0.234
wages,albashi,albashi,joy,0.169
seize,kwace,ƙwace,fear,0.625
antisocial,mai son zaman jama'a,mai son zaman jama'a,anger,0.344
divergent,daban,daban,surprise,0.461
labyrinth,labyrinth,tsari,anticipation,0.43
punctual,akan lokaci,a kan lokaci,trust,0.57
antsy,antsy,tada hankali,fear,0.375
doubt,shakka,shakka,sadness,0.359
impotence,rashin iyawa,rashin iyawa,sadness,0.625
martial,martial,na soja,anger,0.426
annoys,damuwa,damuwa,anger,0.4
stressfree,damuwa,damuwa,joy,0.601
sundial,sundial,ma'auni,trust,0.305
winnings,cin nasara,cin nasara,joy,0.609
admiral,Admiral,amiral,trust,0.594
finally,a ƙarshe,a ƙarshe,anticipation,0.57
dumfound,mai zurfi,mai zurfi,surprise,0.758
inconsiderate,rashin tunani,rashin tunani,disgust,0.312
awful,m,marar daɗi ƙwarai,sadness,0.641
horizon,sararin sama,sararin sama,anticipation,0.508
bile,bile,fushi,anger,0.515
compensate,rama,rama,anticipation,0.516
horrified,firgita,firgita,fear,0.922
experienced,gogaggu,gogaggu,trust,0.602
gutter,gutter,kwatami,disgust,0.516
unfamiliar,wanda ba a sani ba,wanda ba a sani ba,fear,0.25
endow,ba da,ba da,trust,0.492
honest,gaskiya,gaskiya,trust,0.844
kita,kita,arewa,trust,0.297
cloudiness,girgije,girgije,fear,0.062
tranquility,kwanciyar hankali,kwanciyar hankali,joy,0.679
bureaucracy,tsarin mulki,tsarin mulki,trust,0.25
tryout,gwadawa,gwadawa,fear,0.125
enthusiasm,sha'awa,sha'awa,anticipation,0.711
hell,jahannama,wuta,anger,0.853
humor,abin dariya,abin dariya,joy,0.656
admirable,m,abin sha'awa,trust,0.734
usher,usher,jagora,trust,0.391
succeeding,nasara,nasara,anticipation,0.609
scold,tsawata,tsawata,anger,0.515
cutting,yankan,yankan,anger,0.485
breezy,iska,iska,joy,0.219
upheaval,tashin hankali,tashin hankali,anger,0.484
pillage,sacewa,sacewa,fear,0.574
winning,cin nasara,cin nasara,disgust,0.109
resign,murabus,murabus,sadness,0.484
indifference,halin ko in kula,halin ko in kula,anger,0.156
hives,amya,amya,fear,0.328
attest,shaida,shaida,trust,0.586
uncertain,rashin tabbas,rashin tabbas,surprise,0.633
vista,vista,wuri mai daɗin kallo,anticipation,0.422
management,gudanarwa,gudanarwa,trust,0.516
murderous,mai kisan kai,mai kisan kai,disgust,0.789
detainee,wanda aka tsare,wanda aka tsare,anger,0.409
morals,dabi'u,ɗabi'u,disgust,0.195
passionate,m,mai jaraba,joy,0.734
ruinous,lalata,lalata,sadness,0.698
ohno,ohno ba,daɗin ɗanɗano,fear,0.484
blues,blues,jin ɓacin rai,sadness,0.438
acrobat,acrobat,mai wasan igiya,trust,0.258
suspense,shakku,shakku,surprise,0.703
solucky,m,sa'a sosai,joy,0.781
sullen,m,rashin hankali,sadness,0.531
disciple,almajiri,almajiri,trust,0.664
warmth,zafi,zafi,joy,0.53
forgiveness,gafara,gafara,joy,0.453
earned,samu,samu,trust,0.57
soak,jiƙa,jiƙa,joy,0.121
vulnerable,m,mai yanayin shegewa,trust,0.359
revelations,wahayi,wahayi,fear,0.219
cringe,wulakanci,wulaƙanci,fear,0.578
bloody,na jini,na jini,anger,0.781
toomuchtodo,toomuchtodo,abubuwan yi da yawa,fear,0.212
fairly,daidai,daidai,trust,0.594
reverence,girmamawa,girmamawa,joy,0.424
doubtless,babu shakka,babu shakka,trust,0.531
reflex,reflex,ba son rai,surprise,0.508
beastly,dabbanci,dabbanci,fear,0.688
intractable,m,mai wuyar mu'amala,anger,0.5
tackled,magance,magance,anger,0.53
shun,guji,guji,disgust,0.438
greatful,mai girma,mai girma,joy,0.816
discontent,rashin gamsuwa,rashin gamsuwa,disgust,0.336
raid,kai hari,kai hari,surprise,0.773
perverse,karkatattu,karkatattu,disgust,0.805
beer,giya,giya,joy,0.141
disillusionment,rashin kunya,rashin kunya,sadness,0.547
heroism,jarumtaka,jarumtaka,surprise,0.547
tension,tashin hankali,tashin hankali,anger,0.603
applause,tafi,tafi,surprise,0.406
peace,zaman lafiya,zaman lafiya,anticipation,0.43
scorn,rena,rena,anger,0.769
sty,salo,salo,disgust,0.547
dark,duhu,duhu,sadness,0.545
nostalgia,nostaljiya,begen baya,sadness,0.312
resultant,sakamakon,sakamakon,anticipation,0.547
cove,rufewa,rufewa,anticipation,0.32
manslaughter,kisan kai,kisan kai,fear,0.828
anarchy,rashin zaman lafiya,rashin zaman lafiya,fear,0.75
