word,label
kẹ́ran,negative
ogidi,positive
ràn mí lọ́wọ́,positive
ayọ̀ọ,positive
ìmọrírì,positive
agbébọnrìn,negative
aarun,negative
yin,positive
owóo,positive
ẹ̀gún,negative
amen,positive
ajín,positive
gbajumo,positive
ariyo,positive
so,positive
tipa tikuku,negative
modupe,positive
adupẹ,positive
gbókùú,negative
gbàwìn,negative
ìdùnnúu,positive
ko japin,negative
sowoomoalaafiaaiku,positive
itoju,positive
eégbọn,negative
apoda,negative
pa ẹnu pọ̀,positive
yan fanda,positive
já lọ́rẹ́,negative
yegi fun un,negative
bekun bekun,negative
gbe,positive
elewon,negative
abalu je,negative
iyin,positive
oloyin,positive
juse,positive
tenbelu,negative
èṣù,negative
daru,negative
aja bo,positive
ṣubú,negative
ọlá,positive
atileyin,positive
fokasibe,negative
lóòótọ́,positive
ireti,positive
paga,negative
lásán,negative
olómìnira,positive
fiyọ̀,positive
afọ́jú,negative
dahoro,negative
atera mose,positive
daagba,positive
gòkè,positive
tasẹ̀ àgèrè,negative
aniku,positive
ẹlẹ́wọ̀n,negative
túbú,negative
lọba,positive
àṣemáṣe,negative
ija igboro,negative
àlà àfíà,positive
ìṣowóòlúmọ́kumọ̀ku,negative
ojiire,positive
wèrèe,negative
pòòlò,negative
dota,negative
ṣẹwà,positive
ìfẹ́,positive
ó ga o,negative
àsìrà,negative
faramọ́,negative
aláròká,negative
ẹ̀gbin,negative
ìpín,positive
happy,positive
roju koko,negative
boríi,positive
lálàáfíà,positive
kò ní rọgbọ,negative
ìjẹẹ̀wẹ̀hìn,negative
ọjọ́,positive
feso,positive
yinbon,negative
òṣùbà sàńdákátà,positive
folodumare,positive
bojo,negative
èdùmarè,positive
pà,negative
dàda,positive
aṣaralóoge,positive
àtàtàa,positive
fiya je,negative
enu wa rofu,negative
afenifere,positive
mole,negative
iwosan,positive
pamó,negative
mura sise,positive
èrè,positive
oníwà tútù,positive
ìkúnlẹ̀ ẹsẹ̀ méjèèjì,positive
ó ṣèèwọ̀,positive
àláfíà,positive
àdánwò,negative
ṣọ́,positive
òfo,negative
kòbákùngbẹ́,negative
mú ayé nira,negative
ààbà,negative
sika,negative
ìlònílòkulò,negative
wíbẹ̀jẹ́bẹ̀,positive
àpọ́nlé,positive
pá,negative
ẹjọ́,negative
sínwín,negative
àjálù,negative
fìmọ̀ ṣọ̀kan,positive
ẹlẹgan,negative
rerin,positive
féràn,positive
sọ̀ ilé nù,negative
ko dara,negative
ógun,negative
òkè la,positive
àjọ̀dún,positive
orekelewa,positive
oponu,negative
yáhrọ́bì,positive
mọ̀jà mọ̀sá,positive
gbáni,negative
òdòdó,positive
àìtọ́,negative
yàn,positive
figbe ta,negative
gbese,negative
afárá oyin,positive
èye,positive
gọ̀,negative
ọmọkúoótùoòjíire,positive
oosa oke,positive
be,negative
pasiparo,negative
ìyèdún,positive
ṣọlá,positive
ọlà,positive
isinru,negative
a gbe e,positive
fimú dánrin,negative
ànfààní,positive
loru apadiawon,negative
àgbọ́njù,negative
aseooo,positive
sota,negative
okòwò,positive
gbon,positive
pípọ́n,negative
òdo,negative
ijanba,negative
kòfẹ́kògbà,negative
oríowó,positive
kìí póṣù,negative
bekunbekun,negative
tẹ́rí gbaṣọ,negative
bìlísì,negative
ìjàmbá,negative
ẹlẹ́yàmẹ̀yà,negative
sáàgì,negative
oríahọ́n,negative
lojo ibi,positive
rògò,negative
ona mi la,positive
titun,positive
idekun,positive
ajogun,negative
wari,positive
fe ran,positive
àkóbá,negative
kálà,positive
ire ẹ̀rìmọ̀,positive
farigawon,positive
aìmò,negative
abuku,negative
afojuaditi,negative
igboran,positive
gbayi,positive
korona,negative
isinmi,positive
ìrànlọ́wọ́,positive
ẹ̀bun,positive
lágbára,positive
aláìṣẹ̀,positive
aori batise,positive
lowon,negative
akobani,negative
ìyọnu,negative
ife ẹ̀yẹ,positive
ìbànújẹ́,negative
olùdarí,positive
ọ̀mùtí,negative
o jire,positive
larewa,positive
ọ̀nà á ṣí,positive
ijoye,positive
idasile,positive
iponju,negative
iṣẹ́ òòjọ́ọ,positive
ẹ̀mí bọ́,negative
osupa,positive
ojú tì mí,negative
ìrànlọ́wọ́ọ,positive
o da be,positive
dàárúdàpápọ̀,negative
ńfura,negative
ọta,negative
alákọra,negative
gíga,positive
rẹrù,positive
ọmọèṣù,negative
aabo,positive
imo sokan,positive
bayé jẹ́,negative
èrín,positive
gbóríyìn,positive
wọ̀nbílíkíwọ̀bìà,negative
idaji owo osu,positive
mọ̀nràìnmọrain,positive
ebele,positive
afeyin pẹran,negative
fimú wan dánrin,negative
páálíi,negative
nfìyìn,positive
roju,positive
gbókègbodò,negative
jayé,positive
sànmọ̀rí,positive
iwuye,positive
lọ́gbọ́n,positive
gbọ́nmi si omi ò tòó,negative
lédè,positive
abọ̀òṣà,negative
ifipa bani lo,negative
àtẹ̀yún,positive
idera,positive
ba ti jonathan je,negative
àìsàn,negative
itusilé,positive
ọpẹ́,positive
gun orí ẹni,negative
adẹ́tẹ̀,negative
ìṣèlú,negative
dowo,positive
emon,negative
labukun,negative
onijibiti,negative
oremi,positive
alakikanju,positive
wọ́,negative
gaafara,positive
laṣẹ,positive
ṣiṣẹ́,negative
itelorun,positive
ọlọrun,positive
ọ̀rẹ,positive
aṣiwèrè,negative
olódodo,positive
ami ayo,positive
àránsí,negative
okoẹrú,negative
ẹ̀mí àwọn ọ̀dọ́ légbodò,negative
omuti,negative
inu mi n dun,positive
jègbádùn,positive
furò,negative
sọ ọ́ nù,negative
àtunṣe,positive
oga lara mi,negative
olorun,positive
tẹ̀gàn,negative
eshe,positive
eruku,negative
waduwadu,negative
sìṣe,negative
gbọ́kú,negative
asoromaye,positive
bi won,negative
allah,positive
sọ òkò,negative
sọ́mọ́,positive
ejówò,positive
dà á nù,negative
ile,positive
jó,positive
jatijati,negative
ẹ̀ṣọ́,positive
fi imú dánrin,negative
ẹ̀rùjẹ̀jẹ̀,negative
kumo,negative
reyin,negative
àwín,negative
ewuro,negative
waala,negative
dun,positive
olùtùnú,positive
igbala,positive
ọkàn wa a balẹ̀,positive
npa,negative
àkérékeàkééke,negative
agba lowo meeri,negative
ir,positive
dágbá,positive
iwuri,positive
lẹ́kún,negative
rẹ́rẹ́ run,negative
ojukokoro,negative
ṣálàáfíà,positive
dagagia,positive
sé e lésé,negative
iso,positive
àìnísùúrù,negative
ọmọ òrukàn,negative
werey,negative
ìlera tó péye,positive
jẹ,positive
ayé doríkodò,negative
iseeda,positive
gé orí,negative
ewo,negative
pele pele,positive
kere,positive
àrùn,negative
láádá,positive
ìgbafẹ́,positive
ra mi pada,positive
baa tisheee,positive
ijo,positive
dáràn,negative
ìgbéyàwó,positive
fàájì,positive
pa á,negative
yìnbọn,negative
alákọrí,negative
jiree,positive
ìrònú,negative
kìlọ̀,negative
di ẹni ilẹ̀,positive
ọdẹ,negative
ẹ̀dùn,negative
jíre,positive
bòoji,negative
oní yẹ̀yẹ́,negative
ojúlówó,positive
dènà,negative
wà wa dúdú,negative
amúnisìn,negative
òkú àkúfà,negative
sere,positive
òkú,negative
ayo,positive
ri baa tisheee,positive
todara,positive
idupe,positive
dojúrú,negative
alakowe,positive
pàbo,negative
iyè àìnípẹ̀kun,positive
ayi lojuti,negative
jigi jigi,positive
ipo,positive
ina,positive
fọlọ́run,positive
tako,negative
pòfo,negative
gbe ala,positive
súnkẹrẹ fakẹrẹ,negative
ibanuje,negative
olola,positive
òfin,positive
ẹ̀yìn,negative
ọlọ́sà,negative
ẹẹ̀jíire,positive
jùàjùà,negative
àkàrà,positive
sówó,positive
laburú,negative
ribi,negative
oselu,positive
gbè lẹ́yìn,positive
ilẹ̀ dídà,negative
àkòyàibi,positive
fáàrí,positive
iwunilori,positive
gógó,negative
awoku were,negative
súnkẹrẹ,negative
ibowo,positive
ode,negative
parẹ́,negative
pa ona wa mo,positive
òṣùba,positive
ráburú,negative
ológojùlọ,positive
adagunodo,negative
mìlíkì,positive
aigbon,negative
ojutu,positive
ko ni da fun,negative
fọ́daràn,negative
ìhámọ́,negative
ebakeeba,negative
rẹ́rẹ́ á run,negative
láì dáa,negative
adárúgúdù,negative
asinwin,negative
lonínúure,positive
badun,positive
dalẹ̀,negative
tipa ba enikeji e lopo,negative
àṣẹ́,positive
da gbangba rú,negative
ẹ gbẹ́nu sọ́hùn,negative
tọ́jú,positive
àwòmọ́jú,positive
wuni lorii,positive
ológundúdú,negative
àjínigbé,negative
sowopo,positive
a kú ọdún,positive
adore,positive
ènìyàn pàtàkì,positive
àtire,positive
ise ribiribi,positive
ijó,positive
ògúngúnnìsọ̀,positive
alai ni,negative
ọ̀làjú,positive
láànfààní,positive
igbiyanju,positive
lágbọ̀nọ́n,negative
gbegba,positive
fura,negative
ìtẹ̀síwájú,positive
agbako,negative
ọ̀jẹ̀lu,negative
àṣèyíṣàmọ́dún,positive
ṣìnà,negative
pète,negative
àṣèyí,positive
sókùnkùn,negative
àádùn,positive
aiku,positive
soogun,negative
májèlé,negative
ìmọ̀nràn,positive
konge,positive
láìdunnú,negative
àṣarò,positive
dire,positive
ileri,positive
dūpè,positive
ìlú yii ti da orì ko do kò,negative
di ahoro,negative
odun a yabo,positive
fi na sori orule sun,negative
di ẹni gíga,positive
aase,positive
oogun oloro,negative
tewon,negative
ọ̀daràn,negative
gbe wa,positive
iṣoroidaamuapata,negative
oni jibiti,negative
ìsàlẹ̀ àpò,negative
diwin,negative
mẹ́mìí kan lọ,negative
alaja,positive
ìṣúra,positive
jegudu jera,negative
ìyansẹ́lódì,negative
ìka,negative
kòókòó jàńjàń,negative
lárungún,negative
ai fagba,negative
ayọ,positive
gbigbe,negative
rire,positive
yọ̀,positive
òbu ẹyin,negative
tun fee ji awon omoleewe gbe,negative
idaamu,negative
tabua,positive
ran,positive
àìmọ̀,negative
omuoluabi,positive
iṣẹ́ọwọ́,positive
dọ̀lẹ,negative
gbàjẹ,negative
àmọ̀ràn,positive
ngbiná,negative
patewo,positive
jẹ gbì,negative
baje,negative
àpamọ́wọ́ owó,positive
oore,positive
ajire,positive
fi owo osi ju we ile,negative
àìnípẹ̀kun,positive
ọlọ́runallah,positive
kébi,negative
ògùnòògùn,negative
bu,negative
ìwa òdáran,negative
fowó,positive
odumare,positive
ìwà ìbàjẹ́,negative
gbole,negative
jẹ̀bi,negative
na,negative
ojoibi,positive
kọ,negative
daadaa,positive
àisàn,negative
ídòtí,negative
àìnàró,negative
àbùṣe ti bùṣe,positive
ìpapòdà,negative
jíwa sayé,positive
omùgọ̀,negative
àbíjù,negative
ègún,negative
òbu,negative
òótó,positive
ọmọ tí ò mọwọ́ mẹsẹ̀,negative
yánpọnyánrin,negative
janduku,negative
lọ́kẹ̀ẹ́ ẹ̀kún,positive
okan yin a bale,positive
jòwó,positive
eléwà,positive
ẹ̀tọ́ọ,positive
ko o sile,negative
ìṣoro,negative
ìṣèṣe,positive
ta ní jẹ́,negative
ara ò rẹdìẹ̀,negative
wúni lórí,positive
dupegbogbo,positive
lokunkundun,positive
lalubami,negative
lòògùn,positive
jìbìtì,negative
jẹ wa run,negative
sanu,positive
òlá,positive
kẹ́mí bọ́,negative
àjọdún,positive
dojú rú,negative
rúgúdù,negative
foluwa,positive
ṣú,negative
gbádùn,positive
éèwọ̀,negative
àìkù,positive
igbaju,negative
àrún,negative
wáwó,positive
àwìn,negative
lárinrin,positive
fara ni,negative
jáwé olúborí,positive
díẹ̀ káòtó,negative
dupe,positive
mimo,positive
ẹ̀fọn,negative
kọ etí ikún,negative
ba yoruba loruko je,negative
oníjẹkújẹ,negative
eleya,negative
jafara,negative
gíga gíga,positive
dàrú,negative
ìbúkún,positive
ogun oloro,negative
ìpalára,negative
oríajé,positive
moferan,positive
ọrọ̀ ajé,positive
ìtúrà,positive
omiyale,negative
tojú sú mi,negative
akínkanjú,positive
inu mi tie dun,positive
iná ń jó,negative
alápáńlá,positive
ṣe ara rẹ̀,negative
ọmọ,positive
krísítì,positive
erun,negative
koriko,negative
òógùn,negative
nkan èye,positive
ìbùkúnun,positive
àlàáfíàa,positive
lèèmọ̀,negative
subu danu,negative
rogo,negative
onieledumare,positive
ó dára bẹ́ẹ̀,positive
ayanmo,positive
ofin,negative
ope,positive
wulò,positive
purọ́,negative
gbọ́ àdúrà,positive
ọ̀tẹ̀,negative
sùnre,positive
agbátẹrùu,negative
ogoiyin,positive
elédùmárè,positive
adùnúnbárìn,positive
ààrùn jẹjẹrẹ,negative
ko rorun,negative
orisun,positive
ja irawo,negative
ebu,negative
pami lerin,positive
àṣìgbọ́,negative
alantako,negative
àsìrà ojà,negative
dandanǹdan,positive
akin,positive
lásinmi,negative
lómìnira,positive
gbàgbàkugbà,negative
asè,positive
ipa,positive
ọpẹ,positive
wọ̀rọ̀kọ̀,positive
díjà,negative
ọlásùnlọ́lá,positive
ìṣẹ́gun,positive
dájú,negative
àléefà,positive
sẹ́bi,negative
iléẹjọ́,negative
àlàáfíà,positive
nitanna ipado,positive
warunkio,negative
fowó wónú,positive
te,negative
ṣokó làǹtìlanti,negative
aṣèyíówùú,positive
tèmídire,positive
ifehon,negative
nígbèkùn,negative
oreọ̀fẹ́,positive
àgùntàn,negative
ẹ̀rin,positive
inú wa ma dùn,positive
pinnu,positive
àjọṣe,positive
ọlọjẹ,negative
ọfẹ,positive
áá ṣẹ,positive
fara pa,negative
tàṣútàṣú,negative
dorire,positive
rọ àdàbà lọ́rùn,positive
nikú,negative
da bini rú,negative
sọ ilé nù,negative
lólè,negative
rẹ́yìn,negative
ṣàdúrà,positive
wombia,negative
àjólọsíwájú,positive
rimu,positive
oṣó,negative
arẹwà,positive
àṣẹ̀,positive
ko ma ragba fun,negative
pe ààrẹ lẹ́jọ́,positive
adúpẹ́,positive
iberu,negative
de,positive
abukun,negative
agọ̀,negative
ìdọ̀bálẹ̀,positive
jíire,positive
ìbàjẹ́,negative
amìn,positive
tẹ́ńbẹ́lú,negative
tẹlẹ jẹjẹ,positive
sùnmẹ̀sùnmẹ̀,negative
kan,negative
alasasi,negative
imuse,positive
ọmọ àlè,negative
àkòyàib,positive
ṣọgbọ́n,positive
ainiṣẹ,negative
ìgboyà,positive
imole,positive
ọlọ́nàọlà,positive
pataki,positive
súni,negative
shay,positive
ríborìbo,negative
asán,negative
òjèlú,negative
adi gun jale,negative
fowo osi juwe,negative
dorirereori,positive
ewon,negative
fọwọ́ rọrí,negative
ṣílé,positive
ṣàmọ́dún,positive
wíbẹ̀ jẹ́bẹ̀,positive
da nu,negative
gbá orókè,positive
yẹ̀ra yín,negative
ẹ seun,positive
dúdúriri,positive
talo yan naijiriya je,negative
ajíbájé,positive
iwa aibikita,negative
ẹ̀wọ̀n,negative
bukun,positive
sewon,negative
fajuro,negative
gbá wa létí,negative
lóore,positive
rẹpẹtẹ,positive
ibu,negative
ńsunkún,negative
àṣọdúnmọ́dún,positive
inú ó bólóko,negative
níkú,negative
dán gbinrin,positive
gidi,positive
orí ire o,positive
birimùbirimù,negative
layọ̀,positive
asínwí,negative
ọ̀pọ̀tọ́,positive
mojúbà,positive
bàjẹ́,negative
yegi fun,negative
igbeyawo apapapandodo,negative
npa arawọn,negative
ègbé,negative
ewu,negative
tèminitìẹkọ́,negative
yago,negative
ge oko,negative
japin,negative
eégbọ́n,negative
ìwà oníwà,negative
ìrèké,positive
iranlowo,positive
déédéé,positive
kọ́dún,positive
olórùn,positive
logba ewon,negative
ṣẹlẹ́yà,negative
afago kẹyin aparo,negative
pírí lolongo ńj,positive
eṣin,negative
òdùn,positive
àṣìpa,negative
alaabo,positive
mo,positive
ṣeun,positive
danu sigbo,negative
eegun,negative
imọ̀ tarà ẹ́ní,negative
awẹdẹ,positive
asínwín,negative
jagunlabí,positive
alatenuju,negative
ólódùmarè,positive
alai nironu,negative
kíṣòro,negative
oye amo ori,positive
àigbón,negative
ńbínú,negative
adúpé,positive
edùmarè,positive
da muso,positive
àìkú baálẹ̀ ọ̀rọ̀,positive
gbowo,positive
rekorja ewe,positive
ayérayé,positive
abunkun,negative
wu,negative
olóòtọ́,positive
yanjú,positive
ṣàna,positive
jeun,positive
iya,negative
yari,negative
o ṣé,positive
röbörebe,negative
alatakiti,negative
ṣìkàṣìkà,negative
alájẹìwẹ̀hìn,negative
katikati,negative
ese aro,negative
oŕirè,positive
ekun,positive
ṣáṣamùrá,positive
ẹ̀sùn,negative
wáhídù,positive
jẹ wá run,negative
ire ẹ̀rìmọ̀ẹ̀rìmọ̀,positive
táyọ̀,positive
ku die kaa to,negative
ìdáwọ́lé,positive
ẹlẹ́bọ,negative
ìsọnu,negative
ogun ẹjọ́,negative
àmínàṣẹ,positive
gö,negative
gbàjọba,negative
oyinbo,positive
ayajo,positive
yèrèpè,negative
ṣiṣẹ́ dànù,negative
weyrey,negative
ẹ̀jẹ̀,negative
iyán,negative
gbowó,positive
jegudujerani,negative
agbejoro,negative
orofe,positive
àǹfààní,positive
amojuba,positive
ṣàìtọ̀míwá,positive
oninakuna,negative
para wọn,negative
àrun,negative
ifarada,positive
mawobe,positive
iwa palapala,negative
díbọ́n,negative
jefun,negative
ìmọ́,positive
ìfẹ,positive
iwa ika,negative
kan saara,positive
sinsin,negative
jí owó,negative
gbegba oroke,positive
àìmalà,positive
àṣírí ń tú bọ̀,negative
ijekuje,negative
gbeke le,positive
kopokope,positive
gbígbóná,negative
fọ́ omi dànù,positive
nile ejo,negative
pándukú,negative
owo,positive
damuuu,negative
tanná,positive
atunse,positive
tanrawa,negative
aibikita,negative
ajíire,positive
iba je,negative
iwosan ofe,positive
ògborìgí,positive
lafurasi,negative
òyígíyigì,positive
idahun,positive
gbà mí tì,negative
àrìnà ko re,positive
rògbòdìyan,negative
sofo,negative
gbemi leke,positive
mula,positive
maàrímàsọ,negative
aláìní,negative
ẹ se,positive
tàn,negative
jàndùkú,negative
ata jere,positive
mìgboro,positive
mo dupe,positive
ère,positive
òmìnirahappy,positive
ojumore,positive
oníwà ìbàjẹ́,negative
kòkòrò,negative
bímọ,positive
ọ̀bẹ́lẹ́kún sunkún,negative
ise,negative
afowo fa,negative
bugbeta,negative
ré sí,positive
dán,positive
be iya re,negative
sun ẹ̀jẹ̀,negative
ọmọ ìyá mi,positive
temi bami ‍️,negative
ẹ̀bùn,positive
olohun,positive
gbọ́kilọ,positive
owu,negative
dànìdànì,negative
ìṣubú,negative
igbese,negative
laakaye,positive
ògó,positive
góòlù,positive
asháwó,negative
ifẹ,positive
ẹjọ́ọ,positive
anfanni,positive
ìranù,negative
ẹ̀tọ́ ọmọnìyàn,positive
moni loju,negative
jona guguru,negative
elesinmesin,negative
oludari,positive
olóhun,positive
anikun,positive
fariga,negative
ga ju,negative
aláìmọ̀nkan,negative
sheke sheke,negative
láàyè,positive
ba adebola je,negative
oye a mori ooo oo,positive
o̩po̩lo̩,negative
polongo,positive
ṣolá,positive
jà,negative
ẹ̀tọ,positive
bámúbámú ni mo yó,negative
rọ kábíèsí lóyè,negative
fìyìn,positive
ofifo,negative
oojireaje,positive
ọwọ osi,negative
apànìyàn,negative
ànfàní,positive
burukuibo,negative
amii,positive
sáàyè,positive
farabalè,positive
oni gbana,negative
dáná sun,negative
bimi ninu,negative
òmìrán,positive
ṣòwò,positive
donígba aṣọ,positive
ìjayà,negative
àṣẹ,positive
lọ́tùnún,positive
ijo ope,positive
alatako,negative
so wọ́ pọ̀,positive
awuyewuye,negative
meremere,positive
enimaanii,negative
sa ladaa,negative
òpònú,negative
láàyò,positive
ajiginni,positive
wuyì,positive
pẹ̀lẹ́,positive
já siná,negative
aláìlójútì,negative
bii ile aadota,negative
lélẹ̀,positive
pàrọ,negative
dapata,positive
tipátipá,negative
opẹ́,positive
gbá ni,negative
igbagbo,positive
ọmọlúwàbí,positive
sásán,negative
egbirin ote,negative
ìrànwọ́,positive
opon ayo,positive
omo kómo,negative
owó so owó pò,positive
ìjì,negative
asọ̀rọ̀dayọ́,positive
inú ó bí olóko,negative
títóbilolúwa,positive
lẹ́rú,negative
aláyàgbàngbà,negative
àtọ̀hùnrìnwá,negative
lore,positive
atola,positive
ara wa lọ́yẹ̀,positive
alailegbe,positive
aniku owo,positive
ìsimi,positive
ebola,negative
niwa,positive
àjẹbánu,negative
afọ̀fungbému,negative
gun oke agba,positive
ògò,positive
ona la,positive
lọjọ́ ìbí,positive
oro rirun,negative
pípẹ́,negative
omoluabi,positive
ogboju ole,negative
omo,positive
kanra,negative
oníbárà,negative
gbèsè,negative
oloore,positive
olúọ̀run,positive
inú,positive
àkọ̀tì,negative
iba,positive
àdélébáre,positive
sun ẹkún,negative
jọba,positive
àdupé,positive
àṣedànù,negative
ma danu,negative
ìmọ́tára ẹni,negative
osi,negative
olódì,negative
dídùn dídùn,positive
iyè,positive
ó ṣeni láàánú,negative
owó,positive
àìṣòdodo,negative
aláìlójútí,negative
ọ̀rọ̀ ìṣítí,positive
iku ojiji,negative
sun re ooo,positive
alèwílèṣe,positive
ise opoloiwaju,positive
bàjé,negative
ada,negative
bìkítà,negative
àtapa,negative
gbàmọ̀ràn,positive
saan,positive
olori bu,negative
kúre,negative
gbè mi,positive
sonu,negative
tẹ̀mbẹ̀lẹ̀kun,negative
ipinya,negative
akídanidání,negative
ọmọ ènìyàn kò fọhùn bí ọmọnìyàn,negative
àsàsíàránsí,negative
lọ́lá,positive
peye,positive
yiye,positive
gbá wa,negative
gbọ́n,positive
idaraya,positive
àmọ́dún,positive
kule,negative
á ṣẹ dànù,negative
ìkà,negative
aje,positive
inu mi dun,positive
ka wa ye,positive
sábàbí,negative
ọ̀fọ̀,negative
eleleya,negative
bori,positive
àìmọ̀kan,negative
ami eye,positive
tù wọ́n nínú,positive
kan mí lómi nú,negative
si esè gbé,negative
onílé idẹ,positive
ipalara,negative
alágbàró,negative
fìwàjoyè,positive
ìdùnnú,positive
alaileko,negative
ó mà ṣe,negative
fẹ́rakù,negative
lé,positive
fun wa se,positive
ògòo,positive
kówó,positive
aku fa,negative
alekun,positive
arewà,positive
pambotorìbótó,positive
dálọ́lá,positive
jibiti,negative
dabaru,negative
lótìítọ́,positive
odaa,positive
yànmùyánmú,negative
ọmọ yahooyahoo,negative
larun opolo,negative
do,negative
àṣìṣe,negative
aseyi samodun,positive
asore,positive
lérè,positive
sinku,negative
làwúre,positive
ashi te,negative
àlààfíà,positive
wó lulẹ̀,negative
bọ̀wọ̀,positive
àṣèyí ṣàmọ́dún,positive
ìmọtara ẹninìkan,negative
reree,positive
ògbóǹtarigi,positive
aloku,negative
gbem,negative
ọ̀bẹ́lẹ́kún sunkún láaróyè,negative
iba agba,positive
ateriba,positive
àjínde,positive
mọ̀huru,negative
alubarika,positive
burúkú,negative
oadúpẹ́,positive
olórun,positive
ọpọlọ,positive
ọ̀bàyéjẹ́,negative
rárá,positive
musulumi,positive
agbara,positive
dẹ́rù ba,negative
àkísà,negative
déènà,negative
pénpé,negative
ọ̀ṣọ́,positive
asentedumare,positive
la dura,positive
nù,negative
jàre,positive
ògotí,positive
gau,negative
mùmú,negative
ìṣerée,positive
láàp,positive
ōgùn,negative
àkúnwọ́sílẹ̀,positive
fọ́ lójú,negative
soke,positive
laibikita,negative
èdùà,positive
ogun iyagbe,negative
ìnawọ́sí,positive
dé tòru tòru,negative
se ara re,negative
aṣẹ̀dá,positive
alai ni nkan se,negative
gbẹ́sẹ̀ lé ẹ̀tọ́ọ̀,positive
ase te,negative
good,positive
jẹgúdújẹra,negative
iparun,negative
fi ara káṣá,negative
wàrà,positive
dafun,negative
elédùwà,positive
ìwà olè,negative
motí yó,negative
kàkóbá,negative
dúpẹ́,positive
bá ńbẹ̀ ẹ jẹ́,negative
ọ̀rúnmìlà,positive
dèdèrè,negative
nika,negative
gbàkóso,positive
dagba,positive
làǹtìlanti,positive
wú ni lórí,positive
dakun,positive
aà jíire,positive
ọ̀bàyéjẹ́ẹ,negative
lógun,negative
ibukunoluwa,positive
ṣe yẹ̀yẹ́,negative
àrán,positive
gbóná,negative
derun,negative
omiìnira,negative
rara,negative
oludumare,positive
àrá,negative
bu iyo si,positive
gbá ọláwálé lójú,negative
kan ìsàlẹ̀ àpò,negative
onigbese,negative
lẹ́yìn,negative
polè,negative
olódùmàrè,positive
pa run,negative
ìpọ̀sún,positive
lẹ́jọ́,negative
gbérí,positive
takuntakun,positive
igbe,negative
enu ko japin,negative
oògùn,positive
eso,positive
burú,negative
e se e gan,positive
àìlè mójú kúrò,negative
tan,negative
isokuso,negative
ore ọ̀fẹ́,positive
kàbìti,positive
olojo ibi,positive
idamu,negative
ibon shakabula,negative
gbà mí là,positive
se temi,positive
àmí,positive
fi ẹsẹ̀ kọ,negative
ngbìyànjú,positive
wẹ̀hìn,negative
alabosi,negative
ókò,positive
alatileyin,positive
ẹ̀rọ̀,positive
dídùn,positive
ojulowo,positive
seleri,positive
ìkànsíraẹni,positive
toju su,negative
yíbò,negative
àtúntò,positive
yẹ̀yẹ́,negative
purọ́purọ́,negative
ẹ̀míi wa légbodò,positive
ìròrùn,positive
asọ̀,negative
ṣayéere,positive
rokà,positive
ejò lọ́wọ́ ńnú,negative
ìrètí,positive
oduń,positive
oòkùn,negative
dawole,positive
kúmọkùmọ,negative
agbepo,positive
temi bami,negative
gbani,positive
àtonímọ̀,positive
àbùkù,negative
ikan gba ikan,negative
beyin yo,negative
tepe,negative
sùúrù,positive
lábẹ́ òjì,positive
tuba,positive
ajasegun,positive
itesiwaju,positive
ri batise,positive
yungbayungba,positive
binu,negative
ọba,positive
rògbòdìyàn,negative
onribi,negative
iyedun,positive
laroge,positive
àjogúnbá,positive
suuuruuu,positive
pọ̀rẹ́,negative
owó òsì,negative
rówó,positive
baale oro,positive
fàjà,negative
aatiku,positive
ajọ̀sán,negative
funfun,positive
ayeye,positive
ojire,positive
bárakú,negative
olubori,positive
ìtọ́jú,positive
àtẹ̀pẹ̀,positive
òlòrun,positive
oloorun,positive
ajitanawo,positive
gan pa,negative
oji,negative
ọ́mọ,positive
iwa eranko,negative
moriri,positive
toro,negative
ṣe ara lóore,positive
eyọ̀kan,positive
ṣẹ̀ṣẹ̀,positive
títóbi,positive
báríkà,positive
ọláńrewájú,positive
shangba fo,negative
asofin,positive
apanimayoda,negative
ńdùn,positive
ọmọaṣehunribiti,positive
ṣoríre,positive
agbára,positive
àrèmabọ̀,negative
odun,positive
ipenija,negative
seun,positive
ìsọkúsọ,negative
kú sọ́nà,negative
fewo,negative
ire,positive
ikaa,negative
ìjànbá,negative
ọmọ olúwa bí,positive
ìyèdun,positive
tura sile,positive
ogbologbo,negative
eegun ẹja,negative
ìyànpadà sípò,positive
ṣèjànbá,negative
arisiki,positive
òwò,positive
afarada,positive
onímúṣoṣoro,negative
fojú bale ejo,negative
ẹ ṣe,positive
ise esu,negative
nifẹ,positive
dunnú,positive
yángan,positive
ilumọọka,positive
yùngbà,positive
majele,negative
koyin,negative
àfàìmọ́,negative
ómò àlé,negative
òṣùṣù ọwọ̀,positive
afúnni,positive
kòńgẹ́,positive
àìdúpẹ́,negative
ìhòhò,negative
eleda,positive
pare,negative
alatenuje,negative
je,positive
teru,negative
já,negative
toró toró,negative
kù díẹ̀ káòtó,negative
egun elegun,negative
ọ̀rọ̀ arìnyà,negative
ṣéun,positive
gbina,negative
ijúmó re,positive
ẹ̀hìn,negative
tuka,negative
ṣọ́ọ̀ṣì,positive
ìmọtara ẹni nìkan,negative
dandan,positive
ebiti,negative
àpọ̀dà,negative
irepo,positive
bọ́ọ́wọ́,negative
edumareàṣẹ,positive
igbega,positive
ojú kò ti àwọn adaríi,negative
dekun,negative
yayé lẹ́nu,negative
owo osi,negative
asiri,negative
inu mii dun,positive
bani lọ́kàn jẹ́,negative
hán,negative
saria,negative
imotara eni,negative
nfowó,positive
farabalẹ̀,positive
